borrower_id,age,monthly_income,employment_type,years_employed,education,credit_score,existing_loans,loan_amount,loan_purpose,loan_tenure_months,dti_ratio,marital_status,dependents,city,previous_default,application_date,is_default
BOR00198,42,88408.2,Government Employee,17.3,High School,637,0,242282.79,Vehicle,240,0.57,Divorced,4,Bengaluru,0,2025-10-17,0
BOR00199,50,20815.07,Self-Employed,28.2,Post Graduate,801,0,991403.61,Education,120,0.69,Single,0,Jaipur,0,2025-09-28,0
BOR00200,42,46292.26,Government Employee,2.0,Graduate,791,4,991705.7,Personal,24,0.36,Divorced,3,Delhi,0,2025-11-18,0
BOR00201,28,22087.92,Salaried,16.8,Post Graduate,626,0,1370421.7,Vehicle,48,0.41,Divorced,1,Delhi,0,2024-12-03,0
BOR00202,46,49149.49,Self-Employed,21.1,Graduate,684,3,821385.64,Medical,48,0.36,Married,3,Ahmedabad,0,2024-10-06,0
BOR00203,25,39142.62,Salaried,9.4,Graduate,736,2,685670.58,Personal,24,0.23,Married,4,Bengaluru,0,2026-03-16,0
BOR00204,58,28744.16,Salaried,17.7,Post Graduate,667,2,1698759.72,Business,36,0.62,Divorced,2,Pune,0,2025-03-27,0
BOR00205,36,52059.77,Business Owner,11.5,High School,726,1,777946.84,Vehicle,240,0.32,Divorced,1,Pune,0,2026-03-17,0
BOR00206,55,69968.99,Self-Employed,10.8,Graduate,578,3,613227.81,Vehicle,84,0.64,Divorced,0,Jaipur,0,2024-11-25,0
BOR00207,33,22764.17,Government Employee,23.9,Doctorate,794,3,1385158.51,Personal,180,0.39,Single,4,Ahmedabad,0,2025-01-14,0
BOR00208,38,57881.73,Self-Employed,8.0,Post Graduate,612,1,1572443.38,Business,180,0.43,Single,4,Ahmedabad,1,2025-10-18,0
BOR00209,44,106465.47,Salaried,26.2,Doctorate,690,4,476156.77,Personal,24,0.57,Divorced,1,Delhi,0,2026-03-10,0
BOR00210,43,88401.89,Salaried,21.3,Doctorate,686,0,1562481.72,Vehicle,48,0.62,Divorced,2,Jaipur,0,2025-08-27,0
BOR00211,29,137361.85,Self-Employed,8.8,Graduate,837,0,1161644.97,Business,60,0.47,Single,2,Bengaluru,1,2025-09-05,0
BOR00212,53,43283.12,Salaried,21.3,Graduate,767,3,1841598.99,Education,36,0.54,Single,1,Mumbai,0,2025-01-11,0
BOR00213,64,67689.61,Government Employee,15.5,Doctorate,803,1,1175979.78,Education,120,0.31,Single,0,Surat,0,2025-10-26,0
BOR00214,44,30258.68,Government Employee,1.9,Doctorate,741,2,1184813.31,Medical,24,0.56,Married,2,Jaipur,1,2026-05-31,0
BOR00215,48,83217.44,Self-Employed,14.6,Doctorate,521,2,679587.04,Education,84,0.43,Single,4,Jaipur,0,2026-05-06,0
BOR00216,24,27129.33,Salaried,27.3,High School,496,3,81748.64,Vehicle,180,0.37,Married,1,Bengaluru,0,2025-07-20,1
BOR00217,38,42842.96,Salaried,21.0,Post Graduate,744,2,210720.03,Medical,36,0.09,Divorced,2,Bengaluru,0,2024-08-25,0
BOR00218,26,103899.41,Salaried,20.9,High School,686,1,979773.08,Vehicle,48,0.41,Married,0,Ahmedabad,0,2024-10-21,0
BOR00219,48,110669.97,Self-Employed,11.5,Doctorate,555,0,496446.39,Home,24,0.12,Married,2,Mumbai,0,2025-04-30,0
BOR00220,64,20916.82,Self-Employed,22.4,High School,675,4,1148417.87,Business,36,0.36,Divorced,1,Bengaluru,0,2026-06-29,0
BOR00221,49,59399.0,Self-Employed,4.2,High School,677,0,323025.63,Home,120,0.3,Married,2,Jaipur,0,2025-03-03,0
BOR00222,36,17435.77,Business Owner,1.6,High School,671,2,450619.15,Business,240,0.18,Married,2,Bengaluru,0,2024-07-21,0
BOR00223,28,25533.98,Self-Employed,25.2,Doctorate,740,4,188473.4,Home,84,0.7,Single,3,Jaipur,0,2025-03-07,0
BOR00224,64,58882.49,Self-Employed,11.9,Doctorate,595,0,82544.33,Home,12,0.23,Single,0,Jaipur,0,2025-10-16,0
BOR00225,53,37913.65,Government Employee,2.4,Doctorate,584,3,210734.23,Business,240,0.48,Married,0,Delhi,0,2025-07-05,0
BOR00226,30,47508.34,Business Owner,7.3,Doctorate,765,4,1286873.78,Medical,24,0.27,Married,1,Ahmedabad,0,2026-05-11,0
BOR00227,60,29945.58,Salaried,15.7,Post Graduate,725,1,282913.86,Medical,36,0.54,Single,3,Delhi,0,2025-03-24,0
BOR00228,29,37604.21,Business Owner,2.3,High School,608,0,703271.5,Personal,60,0.42,Married,4,Bengaluru,0,2024-07-23,0
BOR00229,24,46466.4,Government Employee,25.8,Graduate,586,2,356754.46,Home,24,0.21,Divorced,0,Ahmedabad,0,2025-02-14,0
BOR00230,51,37166.96,Business Owner,9.7,Doctorate,572,1,398973.82,Home,240,0.61,Divorced,3,Mumbai,0,2025-10-09,0
BOR00231,41,130922.73,Business Owner,2.1,High School,683,4,776975.93,Business,12,0.18,Divorced,0,Surat,0,2025-12-20,0
BOR00232,40,34549.12,Business Owner,13.9,High School,699,4,940655.04,Education,48,0.25,Married,4,Mumbai,1,2026-01-22,0
BOR00233,33,46343.48,Self-Employed,0.0,Graduate,660,0,1868175.19,Home,48,0.43,Divorced,0,Delhi,0,2026-03-09,0
BOR00234,40,66641.54,Salaried,1.3,Graduate,748,4,1967075.7,Personal,180,0.72,Single,2,Ahmedabad,0,2026-05-04,0
BOR00235,54,37599.63,Government Employee,17.8,Post Graduate,628,3,1950381.84,Home,24,0.4,Divorced,3,Ahmedabad,0,2024-11-05,0
BOR00236,29,42722.21,Self-Employed,28.3,Post Graduate,472,2,1709281.73,Personal,84,0.27,Married,1,Ahmedabad,0,2026-03-28,0
BOR00237,58,22980.57,Salaried,6.2,Graduate,803,0,370531.21,Personal,84,0.33,Divorced,2,Jaipur,0,2024-09-04,0
BOR00238,28,111578.52,Salaried,21.3,Graduate,657,2,1661454.04,Medical,12,0.2,Married,1,Ahmedabad,0,2026-04-07,0
BOR00239,24,65400.06,Business Owner,13.9,Post Graduate,708,1,110610.08,Personal,180,0.44,Divorced,1,Ahmedabad,0,2026-01-09,0
BOR00240,24,228534.03,Self-Employed,29.9,Graduate,780,1,1656163.16,Education,24,0.46,Married,0,Ahmedabad,0,2024-12-18,0
BOR00241,49,45983.65,Self-Employed,21.7,High School,594,2,288928.94,Personal,12,0.17,Divorced,3,Jaipur,0,2025-01-03,1
BOR00242,64,21955.59,Government Employee,18.6,Graduate,698,2,468696.41,Vehicle,60,0.25,Single,0,Pune,0,2024-07-26,0
BOR00243,52,33584.66,Government Employee,18.9,Doctorate,551,0,221057.02,Personal,36,0.34,Divorced,4,Mumbai,1,2025-07-15,0
BOR00244,45,35479.61,Business Owner,9.6,Doctorate,582,4,1573798.46,Education,240,0.28,Married,1,Ahmedabad,0,2025-12-06,1
BOR00245,38,113956.36,Salaried,7.2,Doctorate,759,4,746994.14,Business,48,0.73,Single,1,Bengaluru,1,2026-06-16,0
BOR00246,24,48825.78,Self-Employed,0.8,Doctorate,813,2,1873651.76,Vehicle,36,0.22,Married,2,Pune,0,2025-11-04,0
BOR00247,57,50954.29,Self-Employed,6.6,Graduate,602,3,1107142.97,Vehicle,180,0.08,Single,1,Pune,1,2025-08-19,0
BOR00248,42,104983.87,Self-Employed,3.3,Graduate,728,2,1448028.38,Education,12,0.07,Divorced,1,Jaipur,1,2025-12-22,0
BOR00249,25,29184.03,Business Owner,19.2,Doctorate,662,4,247012.73,Education,84,0.15,Single,3,Jaipur,0,2025-09-29,0
BOR00250,32,31640.43,Business Owner,21.9,Graduate,555,4,1638185.76,Personal,60,0.56,Married,1,Mumbai,1,2024-09-22,1
BOR00251,57,77892.8,Salaried,9.9,Graduate,851,4,670522.98,Business,48,0.5,Single,3,Mumbai,0,2024-07-10,0
BOR00252,41,24360.45,Self-Employed,23.6,High School,730,2,920928.37,Education,48,0.22,Single,2,Delhi,0,2025-05-28,1
BOR00253,49,35407.49,Government Employee,25.9,Graduate,636,3,1011509.89,Personal,84,0.43,Single,3,Jaipur,0,2024-07-23,0
BOR00254,25,36453.87,Salaried,2.3,Post Graduate,602,0,671497.97,Home,24,0.29,Married,1,Bengaluru,0,2025-03-17,0
BOR00255,60,50224.63,Government Employee,29.2,High School,605,3,1887762.4,Vehicle,120,0.16,Single,2,Mumbai,0,2025-01-30,0
BOR00256,55,56118.93,Business Owner,10.8,Post Graduate,675,2,513219.16,Home,120,0.45,Married,1,Ahmedabad,0,2024-10-18,1
BOR00257,63,43500.42,Government Employee,23.5,Graduate,598,0,100184.6,Vehicle,60,0.73,Married,0,Delhi,0,2025-11-11,0
BOR00258,63,36739.74,Business Owner,13.2,High School,747,4,805677.88,Education,120,0.31,Married,0,Delhi,0,2025-12-08,0
BOR00259,38,62972.83,Salaried,1.8,Graduate,592,0,217129.26,Education,240,0.34,Divorced,1,Pune,0,2025-02-20,0
BOR00260,47,51516.95,Government Employee,29.5,Graduate,747,3,632761.61,Personal,12,0.4,Divorced,4,Bengaluru,0,2024-10-04,0
BOR00261,49,21275.2,Self-Employed,29.9,Graduate,728,1,1626498.41,Vehicle,12,0.35,Divorced,3,Mumbai,0,2025-11-01,0
BOR00262,37,35196.01,Business Owner,27.5,High School,731,0,806793.35,Personal,240,0.28,Married,4,Surat,0,2025-04-23,0
BOR00263,60,33468.85,Government Employee,8.6,High School,517,3,341802.52,Business,24,0.7,Divorced,0,Jaipur,1,2024-08-17,0
BOR00264,47,21725.21,Business Owner,18.3,Doctorate,684,3,1165445.32,Personal,12,0.17,Married,1,Pune,0,2026-06-26,1
BOR00265,42,55818.53,Self-Employed,25.3,High School,598,3,1845628.22,Education,12,0.29,Married,2,Delhi,0,2024-11-03,0
BOR00266,35,67460.41,Self-Employed,13.3,Post Graduate,530,3,1559360.26,Education,60,0.56,Divorced,0,Mumbai,0,2025-03-15,0
BOR00267,54,47427.62,Business Owner,25.5,High School,571,4,1593406.26,Home,60,0.55,Married,1,Jaipur,1,2025-05-13,1
BOR00268,33,35386.37,Self-Employed,13.9,High School,684,1,114488.54,Home,84,0.54,Married,2,Jaipur,0,2026-01-05,0
BOR00269,28,31881.89,Salaried,10.5,Graduate,645,2,1003134.14,Personal,36,0.72,Married,4,Pune,0,2026-04-26,0
BOR00270,37,81076.34,Salaried,6.2,Post Graduate,628,0,803803.06,Vehicle,48,0.65,Divorced,1,Bengaluru,0,2025-08-13,0
BOR00271,64,74447.25,Salaried,29.0,Doctorate,578,1,1312374.53,Business,12,0.21,Divorced,2,Bengaluru,0,2025-01-19,0
BOR00272,45,63888.97,Business Owner,0.2,Doctorate,809,2,475507.66,Education,240,0.63,Married,4,Ahmedabad,0,2025-12-29,0
BOR00273,59,15000.0,Business Owner,21.3,Post Graduate,608,0,989389.92,Education,60,0.5,Married,2,Bengaluru,0,2025-06-01,0
BOR00274,54,65416.91,Self-Employed,7.8,High School,661,4,837991.93,Education,36,0.55,Divorced,3,Delhi,0,2024-11-22,0
BOR00275,23,59016.53,Self-Employed,9.0,Post Graduate,625,1,1388320.32,Medical,180,0.68,Divorced,2,Pune,0,2025-11-01,0
BOR00276,56,51189.77,Self-Employed,27.0,Post Graduate,665,0,968022.7,Medical,60,0.56,Divorced,1,Bengaluru,0,2024-07-02,0
BOR00277,35,87894.37,Business Owner,26.0,Doctorate,702,2,774780.74,Business,60,0.37,Single,3,Ahmedabad,1,2024-08-14,0
BOR00278,60,58034.99,Salaried,25.6,Doctorate,642,1,1025930.88,Medical,120,0.42,Married,0,Jaipur,0,2025-04-14,0
BOR00279,42,38414.75,Government Employee,29.6,Doctorate,641,1,666947.74,Medical,36,0.6,Married,2,Bengaluru,0,2025-05-25,0
BOR00280,21,59708.29,Government Employee,13.0,Post Graduate,642,1,1534326.9,Vehicle,36,0.39,Single,1,Pune,0,2026-01-12,0
BOR00281,51,56663.61,Government Employee,0.5,High School,866,0,1090876.08,Medical,84,0.72,Married,4,Mumbai,0,2024-10-11,0
BOR00282,36,75777.93,Self-Employed,1.4,Post Graduate,650,2,301415.06,Personal,240,0.46,Single,0,Jaipur,0,2025-03-04,0
BOR00283,54,89375.95,Business Owner,6.9,Doctorate,643,1,718329.04,Personal,84,0.58,Single,3,Ahmedabad,0,2024-10-04,0
BOR00284,22,17693.24,Self-Employed,1.5,High School,589,2,1436664.68,Home,120,0.66,Married,4,Pune,0,2026-01-14,0
BOR00285,62,19237.25,Salaried,20.9,High School,648,0,862712.35,Personal,24,0.43,Married,1,Mumbai,0,2026-06-10,0
BOR00286,63,49474.33,Salaried,18.5,Post Graduate,830,4,1230986.96,Vehicle,120,0.63,Single,4,Bengaluru,0,2024-10-12,1
BOR00287,27,57726.04,Government Employee,4.8,Graduate,660,4,439511.3,Education,240,0.73,Married,3,Delhi,1,2025-09-15,0
BOR00288,34,74213.61,Government Employee,28.5,Post Graduate,480,1,55339.1,Medical,24,0.68,Divorced,3,Mumbai,1,2025-12-01,1
BOR00289,27,55149.74,Business Owner,1.2,Graduate,749,3,1977898.56,Education,60,0.37,Single,1,Jaipur,0,2024-12-04,0
BOR00290,64,23405.05,Business Owner,10.7,Doctorate,782,0,235247.02,Home,12,0.65,Divorced,1,Delhi,0,2026-04-17,0
BOR00291,38,58060.93,Salaried,25.5,Post Graduate,642,2,406595.37,Personal,120,0.72,Married,3,Bengaluru,0,2025-05-10,0
BOR00292,31,67264.7,Salaried,17.1,Graduate,884,0,1964059.88,Vehicle,24,0.34,Divorced,3,Jaipur,0,2024-11-12,0
BOR00293,45,53687.37,Business Owner,7.8,High School,702,1,992005.33,Personal,24,0.67,Married,0,Ahmedabad,0,2025-01-24,1
BOR00294,64,38961.12,Self-Employed,10.4,Post Graduate,603,4,1070051.19,Medical,24,0.35,Divorced,1,Surat,0,2024-12-12,0
BOR00295,56,74248.13,Salaried,7.2,High School,602,1,1035856.77,Personal,180,0.66,Single,3,Delhi,0,2025-05-02,1
BOR00296,35,50806.68,Government Employee,3.6,Doctorate,637,1,203719.66,Personal,180,0.11,Married,3,Delhi,0,2026-03-18,0
BOR00297,22,62285.87,Salaried,9.1,Doctorate,710,3,119872.27,Business,12,0.63,Divorced,4,Bengaluru,1,2024-08-06,0
BOR00298,62,82352.98,Government Employee,21.5,Post Graduate,634,2,1659356.43,Vehicle,180,0.28,Divorced,4,Surat,0,2025-10-21,0
BOR00299,28,42832.93,Salaried,26.9,Graduate,591,0,715646.37,Medical,60,0.43,Married,0,Ahmedabad,0,2025-11-12,1
BOR00300,47,39255.76,Salaried,22.7,Post Graduate,713,4,432046.86,Home,120,0.2,Single,2,Ahmedabad,0,2025-11-07,0
BOR00301,64,71574.51,Salaried,1.5,Doctorate,597,3,1333990.56,Business,36,0.72,Single,4,Bengaluru,0,2026-01-25,0
BOR00302,51,75720.41,Self-Employed,27.5,Graduate,802,1,251930.22,Medical,84,0.4,Married,3,Pune,0,2025-11-09,0
BOR00303,42,60277.7,Business Owner,9.4,Doctorate,848,1,319451.01,Business,240,0.26,Divorced,4,Jaipur,1,2025-12-23,0
BOR00304,33,33293.1,Self-Employed,3.5,Post Graduate,567,2,1846323.94,Vehicle,36,0.4,Divorced,2,Bengaluru,0,2026-01-29,0
BOR00305,58,20143.56,Government Employee,1.7,Post Graduate,814,3,1626194.32,Business,24,0.07,Single,0,Bengaluru,0,2024-08-20,0
BOR00306,31,67994.55,Business Owner,24.4,Post Graduate,674,1,1686794.54,Medical,60,0.19,Divorced,0,Delhi,0,2025-11-20,0
BOR00307,64,56386.46,Self-Employed,12.5,Doctorate,578,1,1046298.49,Medical,60,0.54,Single,3,Surat,0,2024-08-11,0
BOR00308,24,166520.88,Salaried,17.7,Post Graduate,691,1,1260095.31,Personal,48,0.69,Divorced,2,Jaipur,1,2025-05-27,1
BOR00309,33,51776.8,Business Owner,11.3,Doctorate,745,1,1967733.98,Home,36,0.72,Divorced,4,Ahmedabad,0,2026-05-26,0
BOR00310,37,62349.11,Self-Employed,27.9,Graduate,700,4,1699727.68,Home,84,0.38,Single,0,Mumbai,1,2025-06-22,1
BOR00311,61,33016.5,Business Owner,23.6,Doctorate,722,4,1122812.35,Home,84,0.42,Single,4,Ahmedabad,0,2025-07-08,0
BOR00312,55,125619.43,Government Employee,18.5,High School,801,2,481336.26,Vehicle,84,0.28,Married,1,Jaipur,0,2025-11-17,0
BOR00313,62,108726.77,Salaried,27.5,High School,633,2,919051.13,Medical,48,0.72,Divorced,2,Surat,0,2026-01-13,0
BOR00314,55,29887.56,Business Owner,8.9,High School,668,4,1653112.68,Education,240,0.61,Married,3,Ahmedabad,0,2024-09-14,0
BOR00315,26,50405.85,Salaried,20.6,Graduate,778,4,1089751.35,Medical,24,0.2,Divorced,1,Jaipur,0,2026-06-15,0
BOR00316,65,21031.31,Government Employee,23.8,High School,817,1,96318.24,Medical,84,0.08,Single,0,Mumbai,1,2025-12-15,1
BOR00317,35,45297.0,Business Owner,0.2,Doctorate,641,3,929695.04,Personal,120,0.27,Married,0,Pune,1,2025-02-09,1
BOR00318,58,29553.21,Salaried,8.4,High School,531,2,1859693.11,Home,60,0.6,Married,4,Ahmedabad,0,2025-06-13,0
BOR00319,63,73982.61,Salaried,4.3,Doctorate,686,1,1090262.14,Vehicle,120,0.61,Divorced,2,Bengaluru,0,2026-03-29,0
BOR00320,21,25719.88,Self-Employed,22.4,High School,563,0,59808.19,Business,120,0.43,Single,2,Mumbai,0,2025-11-30,1
BOR00321,62,41444.38,Self-Employed,1.6,Graduate,830,1,480536.54,Education,48,0.13,Divorced,4,Jaipur,1,2025-03-17,0
BOR00322,56,43053.74,Salaried,19.7,Post Graduate,544,0,538840.85,Vehicle,180,0.72,Married,1,Bengaluru,0,2024-09-16,0
BOR00323,25,43352.88,Self-Employed,10.9,Post Graduate,655,3,928759.66,Business,60,0.54,Single,4,Pune,0,2024-10-07,0
BOR00324,31,15000.0,Salaried,22.0,Post Graduate,675,1,1582037.22,Medical,120,0.24,Married,1,Bengaluru,0,2025-12-23,0
BOR00325,43,43675.07,Business Owner,7.9,Doctorate,742,4,262223.64,Medical,24,0.64,Single,4,Mumbai,0,2026-05-05,0
BOR00326,22,123559.49,Salaried,23.3,Doctorate,781,4,464883.34,Home,240,0.23,Divorced,3,Bengaluru,0,2024-07-20,0
BOR00327,58,42854.06,Business Owner,28.9,Graduate,580,3,1027190.18,Home,120,0.3,Single,1,Jaipur,1,2026-06-23,0
BOR00328,53,177491.84,Self-Employed,6.6,Doctorate,685,1,399333.11,Business,36,0.57,Married,2,Ahmedabad,0,2025-08-27,0
BOR00329,37,49363.41,Business Owner,29.4,Graduate,677,0,1353741.92,Business,84,0.32,Married,0,Ahmedabad,0,2025-01-09,0
BOR00330,54,54124.51,Business Owner,26.9,Post Graduate,667,4,1111482.62,Vehicle,120,0.51,Married,4,Bengaluru,0,2025-09-27,0
BOR00331,45,36796.9,Self-Employed,26.5,Doctorate,630,2,1643611.69,Education,180,0.6,Divorced,0,Pune,0,2025-03-17,0
BOR00332,25,48224.54,Business Owner,3.4,Graduate,631,1,414466.07,Education,24,0.51,Married,2,Bengaluru,0,2024-11-11,0
BOR00333,58,34323.21,Self-Employed,4.4,Doctorate,689,0,525157.1,Vehicle,36,0.14,Divorced,0,Pune,0,2024-08-08,0
BOR00334,32,43153.18,Government Employee,6.6,High School,815,2,1897145.04,Vehicle,180,0.47,Married,3,Mumbai,0,2025-10-01,0
BOR00335,58,15000.0,Self-Employed,11.6,Post Graduate,778,1,1462164.26,Education,180,0.47,Single,1,Surat,0,2025-09-26,1
BOR00336,54,91403.82,Government Employee,3.5,Graduate,493,4,237782.22,Personal,12,0.66,Divorced,4,Jaipur,0,2024-07-15,0
BOR00337,59,41301.59,Salaried,17.7,Doctorate,646,4,870333.84,Home,240,0.35,Married,3,Delhi,1,2026-03-02,1
BOR00338,29,24251.75,Business Owner,5.7,Doctorate,609,1,1824666.45,Home,60,0.47,Divorced,3,Delhi,0,2025-08-18,0
BOR00339,28,28133.38,Salaried,17.6,Doctorate,837,1,1391145.14,Education,120,0.3,Single,3,Bengaluru,0,2025-08-08,0
BOR00340,48,78263.7,Business Owner,16.8,Post Graduate,794,3,1522195.21,Personal,240,0.6,Married,1,Delhi,0,2024-11-28,0
BOR00341,40,70321.72,Business Owner,6.4,Doctorate,578,1,1717247.9,Medical,24,0.57,Married,1,Ahmedabad,0,2024-08-25,0
BOR00342,56,37712.24,Salaried,2.6,Graduate,724,3,1930911.99,Home,24,0.63,Married,4,Surat,0,2024-07-14,0
BOR00343,26,26607.17,Salaried,24.6,Doctorate,744,3,1247232.9,Business,60,0.55,Divorced,0,Jaipur,0,2025-10-22,0
BOR00344,33,43470.48,Business Owner,1.1,Graduate,646,0,1578720.92,Business,240,0.54,Divorced,1,Bengaluru,0,2025-08-25,0
BOR00345,31,69946.08,Salaried,21.1,Post Graduate,719,3,738598.94,Personal,120,0.46,Divorced,0,Bengaluru,0,2025-07-31,0
BOR00346,56,40925.84,Business Owner,5.3,Post Graduate,784,2,491276.25,Vehicle,180,0.7,Divorced,0,Delhi,1,2024-08-23,1
BOR00347,25,28551.6,Business Owner,13.3,Post Graduate,735,0,1615737.37,Education,240,0.62,Divorced,2,Bengaluru,0,2024-10-20,0
BOR00348,36,65943.3,Business Owner,23.7,Doctorate,652,3,1798221.45,Home,180,0.13,Single,3,Bengaluru,0,2025-10-28,0
BOR00349,35,57703.12,Business Owner,22.5,Doctorate,567,2,1057183.22,Home,60,0.22,Single,3,Bengaluru,0,2024-08-24,1
BOR00350,32,77809.09,Government Employee,22.1,Post Graduate,663,2,476203.96,Business,60,0.18,Divorced,1,Surat,0,2025-08-29,0
BOR00351,37,37746.14,Self-Employed,20.3,Graduate,774,1,1678133.94,Business,84,0.16,Single,0,Ahmedabad,0,2026-03-17,0
BOR00352,55,34469.43,Salaried,6.7,Doctorate,553,2,1260301.58,Personal,60,0.39,Divorced,2,Surat,1,2025-01-19,1
BOR00353,54,22509.34,Government Employee,20.9,Doctorate,734,4,113497.16,Education,120,0.65,Single,3,Ahmedabad,0,2025-05-17,0
BOR00354,21,25842.75,Salaried,7.9,Graduate,837,3,1182966.03,Education,84,0.48,Married,1,Pune,0,2025-03-04,0
BOR00355,60,17309.92,Business Owner,12.0,Post Graduate,832,1,1022601.53,Vehicle,120,0.54,Married,2,Jaipur,0,2025-01-09,0
BOR00356,29,54475.63,Self-Employed,28.8,High School,671,2,1617970.78,Business,120,0.65,Single,1,Jaipur,0,2025-12-20,0
BOR00357,21,37329.55,Self-Employed,7.5,Doctorate,715,3,312219.79,Medical,240,0.42,Married,3,Delhi,1,2025-12-12,1
BOR00358,27,48106.98,Self-Employed,10.8,High School,779,1,1636945.23,Personal,24,0.36,Married,2,Delhi,1,2026-06-29,0
BOR00359,37,51902.06,Business Owner,29.4,High School,693,3,286413.1,Medical,48,0.45,Divorced,4,Mumbai,0,2024-12-26,0
BOR00360,64,40871.73,Government Employee,24.2,Doctorate,674,0,793088.45,Education,180,0.49,Single,1,Bengaluru,0,2026-02-08,0
BOR00361,60,57176.65,Government Employee,19.3,High School,526,0,365899.0,Vehicle,84,0.27,Married,2,Pune,0,2025-05-06,0
BOR00362,44,24981.91,Government Employee,21.0,Doctorate,746,1,408578.09,Home,36,0.56,Divorced,2,Bengaluru,0,2026-06-12,0
BOR00363,46,53392.88,Salaried,29.9,High School,663,0,1876747.64,Personal,240,0.09,Married,4,Jaipur,0,2025-03-08,0
BOR00364,30,49474.71,Salaried,25.2,Doctorate,711,2,497244.11,Medical,60,0.36,Single,1,Pune,0,2024-12-28,1
BOR00365,43,37425.97,Business Owner,17.7,Doctorate,609,3,1951214.01,Business,60,0.43,Single,4,Mumbai,0,2025-02-11,0
BOR00366,61,54063.94,Government Employee,4.7,Post Graduate,591,2,989220.78,Vehicle,24,0.36,Married,3,Delhi,0,2026-04-03,1
BOR00367,29,60121.72,Business Owner,23.0,Post Graduate,526,3,1093442.83,Medical,180,0.71,Married,2,Ahmedabad,0,2024-12-28,0
BOR00368,21,82008.47,Business Owner,11.4,Graduate,722,3,1770216.03,Personal,120,0.22,Divorced,3,Jaipur,0,2026-06-29,0
BOR00369,61,55715.57,Self-Employed,8.7,Post Graduate,768,2,1314491.23,Business,60,0.34,Single,1,Mumbai,0,2025-09-14,0
BOR00370,38,112728.46,Government Employee,3.8,Graduate,771,2,87821.02,Home,240,0.07,Single,2,Delhi,0,2025-08-26,0
BOR00371,35,19527.19,Salaried,20.9,Graduate,564,0,1012480.13,Education,120,0.27,Married,2,Surat,0,2025-04-30,0
BOR00372,30,35867.64,Salaried,0.4,Post Graduate,682,3,189200.15,Personal,36,0.18,Married,3,Jaipur,0,2025-10-15,0
BOR00373,49,63502.18,Self-Employed,20.4,High School,614,1,948627.54,Home,240,0.52,Single,3,Surat,0,2024-08-29,0
BOR00374,31,53819.08,Salaried,7.1,High School,612,2,988397.71,Education,48,0.3,Single,1,Ahmedabad,0,2026-02-24,0
BOR00375,31,36106.97,Business Owner,17.9,High School,553,3,1588830.37,Home,12,0.46,Divorced,3,Bengaluru,0,2025-02-26,0
BOR00376,36,30896.04,Self-Employed,16.1,Doctorate,558,0,1387592.06,Education,12,0.09,Divorced,1,Bengaluru,0,2026-04-28,1
BOR00377,35,30093.47,Business Owner,14.6,Post Graduate,774,3,1479718.22,Home,120,0.3,Single,2,Ahmedabad,0,2025-09-21,0
BOR00378,55,30494.47,Government Employee,16.6,Graduate,900,4,413922.12,Education,84,0.56,Married,4,Jaipur,0,2025-02-21,0
BOR00379,49,62734.01,Business Owner,25.7,Post Graduate,696,4,765869.78,Home,240,0.32,Single,0,Pune,1,2024-08-16,0
BOR00380,25,31914.67,Government Employee,9.7,Graduate,743,4,1382287.16,Business,36,0.48,Married,3,Bengaluru,0,2025-02-01,0
BOR00381,25,36760.57,Salaried,19.3,Graduate,690,1,1753310.92,Vehicle,24,0.39,Single,0,Pune,0,2024-10-09,0
BOR00382,54,176317.61,Business Owner,2.4,High School,671,2,480409.43,Medical,24,0.06,Single,3,Jaipur,0,2025-01-26,0
BOR00383,47,87084.72,Business Owner,2.9,High School,616,4,568340.49,Home,24,0.63,Single,1,Pune,0,2024-08-13,0
BOR00384,33,48170.68,Self-Employed,19.2,Graduate,839,4,1269383.85,Vehicle,240,0.57,Married,0,Jaipur,0,2026-04-01,0
BOR00385,65,35829.13,Government Employee,30.0,High School,843,1,1595300.12,Business,120,0.4,Divorced,1,Pune,0,2025-01-20,0
BOR00386,41,69833.98,Business Owner,11.3,Post Graduate,629,3,1540159.52,Personal,84,0.48,Divorced,4,Mumbai,1,2026-05-19,0
